TEXTUREID,ANIMAIONID,REPEAT(0: true, 1: false)
GroundAttackDelay,AwakeGroundAttackDelay,0

,137,65,0,0,137,65,0.100000
,137,65,137,0,137,65,0.100000
,137,65,274,0,137,65,0.100000
,137,65,411,0,137,65,0.100000
,137,65,548,0,137,65,0.100000
,137,65,685,0,137,65,0.100000
,137,65,822,0,137,65,0.100000
,137,65,959,0,137,65,0.100000
,137,65,1096,0,137,65,0.100000
,137,65,1233,0,137,65,0.100000
,137,65,0,65,137,65,0.100000
,137,65,137,65,137,65,0.100000
,137,65,274,65,137,65,0.100000
,137,65,411,65,137,65,0.100000
,137,65,548,65,137,65,0.100000
,137,65,685,65,137,65,0.100000
,137,65,822,65,137,65,0.100000
,137,65,959,65,137,65,0.100000
,137,65,1096,65,137,65,0.100000
,137,65,1233,65,137,65,0.100000
,137,65,0,130,137,65,0.100000
,137,65,137,130,137,65,0.100000
,137,65,274,130,137,65,0.100000
,137,65,411,130,137,65,0.100000
