TEXTUREID,ANIMAIONID,REPEAT(0: true, 1: false)
DropSide,AwakenDropSideEffect,0

,97,131,0,0,97,131,0.100000
,97,131,97,0,97,131,0.100000
,97,131,194,0,97,131,0.100000
,97,131,291,0,97,131,0.100000
,97,131,388,0,97,131,0.100000
,97,131,485,0,97,131,0.100000
,97,131,582,0,97,131,0.100000
,97,131,679,0,97,131,0.100000
,97,131,776,0,97,131,0.100000
,97,131,873,0,97,131,0.100000
,97,131,0,131,97,131,0.100000
,97,131,97,131,97,131,0.100000
,97,131,194,131,97,131,0.100000
,97,131,291,131,97,131,0.100000
,97,131,388,131,97,131,0.100000
,97,131,485,131,97,131,0.100000
,97,131,582,131,97,131,0.100000
,97,131,679,131,97,131,0.100000
,97,131,776,131,97,131,0.100000
,97,131,873,131,97,131,0.100000
,97,131,0,262,97,131,0.100000
,97,131,97,262,97,131,0.100000
,97,131,194,262,97,131,0.100000
,97,131,291,262,97,131,0.100000
,97,131,388,262,97,131,0.100000
,97,131,485,262,97,131,0.100000
,97,131,582,262,97,131,0.100000
,97,131,679,262,97,131,0.100000
,97,131,776,262,97,131,0.100000
,97,131,873,262,97,131,0.100000
,97,131,0,393,97,131,0.100000
,97,131,97,393,97,131,0.100000
,97,131,194,393,97,131,0.100000
,97,131,291,393,97,131,0.100000
,97,131,388,393,97,131,0.100000
,97,131,485,393,97,131,0.100000
