TEXTUREID,ANIMAIONID,REPEAT(0: true, 1: false)
Teleport,AwakenTeleport,0

,105,125,0,0,105,125,0.100000
,105,125,105,0,105,125,0.100000
,105,125,210,0,105,125,0.100000
,105,125,315,0,105,125,0.100000
,105,125,420,0,105,125,0.100000
,105,125,525,0,105,125,0.100000
,105,125,630,0,105,125,0.100000
,105,125,735,0,105,125,0.100000
,105,125,840,0,105,125,0.100000
,105,125,945,0,105,125,0.100000
,105,125,1050,0,105,125,0.100000
,105,125,1155,0,105,125,0.100000
,105,125,1260,0,105,125,0.100000
,105,125,1365,0,105,125,0.100000
,105,125,1470,0,105,125,0.100000
