TEXTUREID,ANIMAIONID,REPEAT(0: true, 1: false)
IntroLandSmoke,IntroLandSmoke,0

,128,29,0,0,128,29,0.100000
,128,29,0,29,128,29,0.100000
,128,29,0,58,128,29,0.100000
,128,29,0,87,128,29,0.100000
,128,29,0,116,128,29,0.100000
,128,29,0,145,128,29,0.100000
,128,29,0,174,128,29,0.100000
,128,29,0,203,128,29,0.100000
,128,29,0,232,128,29,0.100000
,128,29,0,261,128,29,0.100000
,128,29,0,290,128,29,0.100000
,128,29,0,319,128,29,0.100000
,128,29,0,348,128,29,0.100000
,128,29,0,377,128,29,0.100000
,128,29,0,406,128,29,0.100000
,128,29,0,435,128,29,0.100000
,128,29,0,464,128,29,0.100000
,128,29,0,493,128,29,0.100000
,128,29,0,522,128,29,0.100000
,128,29,0,551,128,29,0.100000
,128,29,0,580,128,29,0.100000
,128,29,0,609,128,29,0.100000
,128,29,0,638,128,29,0.100000
,128,29,0,667,128,29,0.100000
,128,29,0,696,128,29,0.100000
,128,29,0,725,128,29,0.100000
,128,29,0,754,128,29,0.100000
,128,29,0,783,128,29,0.100000
,128,29,0,812,128,29,0.100000
,128,29,0,841,128,29,0.100000
,128,29,0,870,128,29,0.100000
,128,29,0,899,128,29,0.100000
,128,29,0,928,128,29,0.100000
,128,29,0,957,128,29,0.100000
,128,29,0,986,128,29,0.100000
,128,29,0,1015,128,29,0.100000
