TEXTUREID,ANIMAIONID,REPEAT(0: true, 1: false)
YggdrasilHandSlamBoom,yggdrasilHandSlamBoom,0

,420,300,0,0,420,300,0.100000
,420,300,420,0,420,300,0.100000
,420,300,840,0,420,300,0.100000
,420,300,1260,0,420,300,0.100000
,420,300,1680,0,420,300,0.100000
,420,300,2100,0,420,300,0.100000
,420,300,2520,0,420,300,0.100000
,420,300,2940,0,420,300,0.100000
,420,300,3360,0,420,300,0.100000
,420,300,3780,0,420,300,0.100000
,420,300,4200,0,420,300,0.100000
,420,300,4620,0,420,300,0.100000
,420,300,5040,0,420,300,0.100000
,420,300,5460,0,420,300,0.100000
,420,300,5880,0,420,300,0.100000
,420,300,6300,0,420,300,0.100000
,420,300,6720,0,420,300,0.100000
,420,300,7140,0,420,300,0.100000
,420,300,7560,0,420,300,0.100000
,420,300,7980,0,420,300,0.100000
,420,300,8400,0,420,300,0.100000
,420,300,8820,0,420,300,0.100000
,420,300,9240,0,420,300,0.100000
,420,300,9660,0,420,300,0.100000
,420,300,10080,0,420,300,0.100000
,420,300,10500,0,420,300,0.100000
,420,300,10920,0,420,300,0.100000
,420,300,11340,0,420,300,0.100000
